"";"Numer.......................................wpisu";"ImiÍ.i.nazwisko.lub.nazwa.inwestora";"Data.wpisu";"Adres";"Rodzaj";"opis";"typ";"Data.wniosku";"Nr...............wniosku";"Nr...............decyzji";"Data.decyzji";"Rok.wniosku";"Miesiπc.wniosku";"data";"Czas.rozpatrzenia";"Lon";"Lat";"lon";"lat"
"3279";131;"";"2010-01-19";"Ga≥czyÒskiego Konstantego";"bud.mieszkalne jednorodzinne";"umarzam postÍpowanie administracyjne";"nowe";"2009-11-17";"40574/09";"16/10";"2010-01-19";2009;11;"2009-11-01";46;NA;NA;17,0312172;51,055005
"3280";132;"";"2010-01-19";"Dolnobrzeska";"bud.handlowo-uslugowe";"budowa kiosku handlowego";"nowe";"2009-09-29";"34228/09";"114/10";"2010-01-19";2009;9;"2009-09-01";81;NA;NA;16,8563942;51,1565238
"3281";133;"";"2010-01-19";"£ososiowicka";"obiekty inøynierii lπdowej i wodnej pozosta≥e";"przepustu drogowego przy ul. ≥ososiowickiej";"przebudowa";"2010-01-05";"167/10";"115/10";"2010-01-19";2010;1;"2010-01-01";11;NA;NA;16,883509;51,1762555
"3282";134;"";"2010-01-19";"Robotnicza 46";"bud.biurowe";"przebudowa hali c2";"przebudowa";"2009-11-18";"40733/09";"116/10";"2010-01-19";2009;11;"2009-11-01";45;NA;NA;17,0006579;51,111007
"3283";135;"";"2010-01-19";"Wroc≥awczyka Micha≥a 40";"bud.o trzech i wiÍcej mieszkaniach";"";"inst.wewnÍtrzna";"2009-12-21";"45317/09";"117/10";"2010-01-19";2009;12;"2009-12-01";22;NA;NA;17,0558272;51,1117093
"3284";136;"";"2010-01-19";"Olszewskiego Karola 106";"bud.o trzech i wiÍcej mieszkaniach";"montaø wew.instal.gaz.w lokalu mieszkal.";"inst.wewnÍtrzna";"2009-12-10";"43728/09";"118/10";"2010-01-19";2009;12;"2009-12-01";29;NA;NA;17,1064316;51,1018894
"3285";137;"";"2010-01-19";"ZieliÒskiego Tadeusza 53A";"bud.o trzech i wiÍcej mieszkaniach";"wew.instalacja gazu";"inst.wewnÍtrzna";"2009-12-11";"44138/09";"119/10";"2010-01-19";2009;12;"2009-12-01";28;NA;NA;17,0211137;51,099205
"3286";138;"";"2010-01-19";"Dubois Stanis≥awa 22";"bud.o trzech i wiÍcej mieszkaniach";"wew.instalacja gazu";"inst.wewnÍtrzna";"2009-12-16";"44569/09";"120/10";"2010-01-19";2009;12;"2009-12-01";25;NA;NA;17,0302007;51,1177646
"3287";139;"";"2010-01-20";"Jednoúci Narodowej 48";"bud.o trzech i wiÍcej mieszkaniach";"przebudowy i nadbudowy budynku mieszkalnego z us≥ug";"rozbudowa";"2009-11-18";"40797/09";"11/10";"2010-01-20";2009;11;"2009-11-01";46;NA;NA;17,0373267;51,1184987
"3288";140;"";"2010-01-20";"Buforowa 106";"bud.handlowo-uslugowe";"budowy kawiarenki internetowej";"nowe";"2009-11-27";"42038/09";"12/10";"2010-01-20";2009;11;"2009-11-01";39;NA;NA;17,0596189;51,049903
"3289";141;"";"2010-01-20";"Grunwaldzka 8";"bud.o trzech i wiÍcej mieszkaniach";"";"inst.wewnÍtrzna";"2009-12-18";"45160/09";"121/10";"2010-01-20";2009;12;"2009-12-01";24;NA;NA;17,0558759;51,115041
"3290";142;"";"2010-01-20";"Majakowskiego W≥odzimierza 18";"bud.o trzech i wiÍcej mieszkaniach";"zadaszenie tarasu mieszkania";"przebudowa";"2009-12-22";"45538/09";"122/10";"2010-01-20";2009;12;"2009-12-01";22;NA;NA;16,9488612;51,125819
"3291";143;"";"2010-01-20";"Dolnobrzeska 46C";"bud.o trzech i wiÍcej mieszkaniach";"gabinety stomatologiczne";"przebudowa";"2009-12-30";"46296/09";"123/10";"2010-01-20";2009;12;"2009-12-01";16;NA;NA;16,8632063;51,1527756
"3292";144;"";"2010-01-20";"Celtycka 8";"bud.o trzech i wiÍcej mieszkaniach";"zabudowa fragmentu korytarza w budynku mieszkalnym wielorodz";"przebudowa";"2009-12-28";"45912/09";"124/10";"2010-01-20";2009;12;"2009-12-01";18;NA;NA;16,979698;51,138585
"3293";145;"";"2010-01-20";"KrÛlewiecka 5";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa pomieszczeÒ gospodarczych i garaøu";"przebudowa";"2009-12-02";"42596/09";"125/10";"2010-01-20";2009;12;"2009-12-01";36;NA;NA;16,946766;51,1456883
"3294";146;"";"2010-01-20";"Stwosza Wita 15A";"bud.o trzech i wiÍcej mieszkaniach";"przy≥πcza gazowego oraz montaø wewn instalacji gazowej wpom ";"przy≥πcze";"2009-12-15";"44538/09";"126/10";"2010-01-20";2009;12;"2009-12-01";27;NA;NA;17,0364782;51,1092041
"3295";147;"";"2010-01-20";"SkarbowcÛw";"bud.o trzech i wiÍcej mieszkaniach";"budowa budynku mieszkal.wielorodzinn";"nowe";"2009-12-23";"45845/09";"127/10";"2010-01-20";2009;12;"2009-12-01";21;NA;NA;16,9950384;51,0737582
"3296";148;"";"2010-01-20";"ModliÒska";"rurociπgi gazu sieci rozdzielczej";"gazociπg nc";"przebudowa";"2009-12-09";"43515/09";"128/10";"2010-01-20";2009;12;"2009-12-01";31;NA;NA;16,9987749;51,0842931
"3297";149;"";"2010-01-20";"Uniwersytecka 27/28";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu us≥ugowego nr 3a na ""centrum edukacji";"przebudowa";"2009-11-09";"39499/09";"129/10";"2010-01-20";2009;11;"2009-11-01";53;NA;NA;17,033914;51,1130549
"3298";150;"";"2010-01-20";"KwidzyÒska 6 D";"linie telekomunikacyjne dalek.zasiÍgu";"budowa stacji bazowej telefonii kom.";"nowe";"2009-11-23";"41285/09";"130/10";"2010-01-20";2009;11;"2009-11-01";43;NA;NA;17,0930243;51,1305744
"3299";151;"";"2010-01-20";"Legnicka 17";"bud.o trzech i wiÍcej mieszkaniach";"budowa budynku mieszkal.wielorodz.z us≥ugami i garaøem";"nowe";"2009-05-13";"16711/09";"131/10";"2010-01-20";2009;5;"2009-05-01";181;NA;NA;17,0177276;51,1131479
"3300";152;"";"2010-01-21";"Kuünicza 29 A";"bud.handlowo-uslugowe";"przebudowa lokalu us≥ugowego";"remont";"2009-11-20";"41117/09";"13/10";"2010-01-21";2009;11;"2009-11-01";45;NA;NA;17,0346379;51,1127539
"3301";153;"";"2010-01-21";"Chodkiewicza Jana Karola";"rurociπgi wodociπg.sieci rozdzielczej";"sieci wodociπgowej";"nowe";"2009-11-18";"40730/09";"132/10";"2010-01-21";2009;11;"2009-11-01";47;NA;NA;16,8667066;51,1269079
"3302";154;"";"2010-01-21";"Jednoúci Narodowej 102";"bud.o trzech i wiÍcej mieszkaniach";"rozbud.wew.instal.gaz.w lokalu mieszkal.";"inst.wewnÍtrzna";"2009-12-16";"44707/09";"133/10";"2010-01-21";2009;12;"2009-12-01";27;NA;NA;17,0435519;51,1222019
"3303";155;"";"2010-01-21";"Wiwulskiego Antoniego";"bud.o trzech i wiÍcej mieszkaniach";"budynek mieszkalny wielorodzinny z lokalem us≥ugowym";"nowe";"2009-11-10";"39780/09";"134/10";"2010-01-21";2009;11;"2009-11-01";53;NA;NA;17,0824103;51,1011853
"3304";156;"";"2010-01-21";"Ulanowskiego Boles≥awa 9";"bud.o trzech i wiÍcej mieszkaniach";"montaø kot≥a gazowego i urzadzeÒ instal.gaz.";"inst.wewnÍtrzna";"2010-01-06";"344/10";"135/10";"2010-01-21";2010;1;"2010-01-01";12;NA;NA;17,0074925;51,0833434
"3305";157;"";"2010-01-21";"Paprotna 7";"bud.handlowo-uslugowe";"przebudowa lokalu us≥ugowego";"przebudowa";"2010-01-19";"1680/10";"136/10";"2010-01-21";2010;1;"2010-01-01";3;NA;NA;17,0262679;51,1517799
"3306";158;"";"2010-01-22";"Nenckiego Marcelego 127";"bud.o trzech i wiÍcej mieszkaniach";"budowa budynku mieszkal.";"nowe";"2009-11-20";"41127/09";"14/10";"2010-01-22";2009;11;"2009-11-01";46;NA;NA;17,0251546;51,0578404
"3307";159;"";"2010-01-22";"StroÒska 2";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu mieszkal.";"przebudowa";"2010-01-08";"581/10";"137/10";"2010-01-22";2010;1;"2010-01-01";11;NA;NA;17,041228;51,074847
"3308";160;"";"2010-01-22";"Boles≥awa Krzywoustego 284";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa wewnÍtrznej instalacji gazowej i co w lokalu ";"inst.wewnÍtrzna";"2010-01-05";"103/10";"138/10";"2010-01-22";2010;1;"2010-01-01";14;NA;NA;17,1098149;51,145702
"3309";161;"";"2010-01-22";"Nulla Franciszka P≥k 34";"bud.o trzech i wiÍcej mieszkaniach";"wew.instalacja gazu w mieszkalniu";"inst.wewnÍtrzna";"2009-10-30";"38445/09";"139/10";"2010-01-22";2009;10;"2009-10-01";61;NA;NA;17,1007228;51,1070439
"3310";162;"";"2010-01-22";"Braci Gierymskich 39";"bud.garaøy";"dobudowa garaøu";"przebudowa";"2009-12-16";"44643/09";"140/10";"2010-01-22";2009;12;"2009-12-01";28;NA;NA;17,1042509;51,098123
"3311";163;"";"2010-01-22";"Ulanowskiego Boles≥awa 9";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu mieszkalnego";"przebudowa";"2010-01-06";"343/10";"141/10";"2010-01-22";2010;1;"2010-01-01";13;NA;NA;17,0074925;51,0833434
"3312";164;"";"2010-01-22";"G≥ogowczyka Jana 22A";"bud.mieszkalne jednorodzinne";"przebudowa budynku jednorodzinnego";"przebudowa";"2009-09-18";"32982/09";"142/10";"2010-01-22";2009;9;"2009-09-01";91;NA;NA;17,074799;51,1225248
"3313";165;"";"2010-01-22";"Strzegomska 2-4";"linie telekomunikacyjne dalek.zasiÍgu";"stacja bazowa telefonii komÛrkowej";"nowe";"2009-12-16";"44712/09";"143/10";"2010-01-22";2009;12;"2009-12-01";28;NA;NA;17,0047198;51,1121227
"3314";166;"";"2010-01-22";"Haukego-Bosaka JÛzefa Gen. 11";"bud.o trzech i wiÍcej mieszkaniach";"montaø wew.instal.gaz.i c.o.w lokalu uøytkowym";"inst.wewnÍtrzna";"2010-01-04";"78/10";"144/10";"2010-01-22";2010;1;"2010-01-01";15;NA;NA;17,0444591;51,1050498
"3315";167;"";"2010-01-22";"Nefrytowa 92";"bud.mieszkalne jednorodzinne";"montaø wew.instal.ga. w bud.";"przy≥.+ins.wew";"2009-12-14";"44233/09";"145/10";"2010-01-22";2009;12;"2009-12-01";30;NA;NA;17,026803;51,0489519
"3316";168;"";"2010-01-22";"Nefrytowa";"rurociπgi wodociπg.sieci rozdzielczej";"budowa odcinka sieci wodociagowej";"nowe";"2009-12-31";"46416/09";"146/10";"2010-01-22";2009;12;"2009-12-01";17;NA;NA;17,0231964;51,0487803
"3317";169;"";"2010-01-22";"G≥ogowczyka Jana 22";"bud.mieszkalne jednorodzinne";"nadbudowa dachu w budynku mieszkal.jednorodzinnym";"rozbudowa";"2009-10-28";"38068/09";"147/10";"2010-01-22";2009;10;"2009-10-01";63;NA;NA;17,074799;51,1225248
"3318";170;"";"2010-01-22";"O≥taszyÒska 27";"bud.o trzech i wiÍcej mieszkaniach";"montaø instalacji gazowej w lokalu mieszkalnym ";"inst.wewnÍtrzna";"2010-01-19";"1610/10";"148/10";"2010-01-22";2010;1;"2010-01-01";4;NA;NA;17,010385;51,067034
"3319";171;"";"2010-01-22";"Wiúniowa Aleja 36D";"ulice i drogi pozosta≥e";"parkingu terenowego";"nowe";"2009-12-17";"44980/09";"149/10";"2010-01-22";2009;12;"2009-12-01";27;NA;NA;17,0199457;51,0856844
"3320";172;"";"2010-01-22";"WyszyÒskiego Stefana Kardyna≥a 65";"bud.o trzech i wiÍcej mieszkaniach";"remont lokalu mieszkalnego wraz z montaøem instalacji gazowej w budynku wielorodzinnym";"inst.wewnÍtrzna";"2010-01-08";"501/10";"150/10";"2010-01-22";2010;1;"2010-01-01";11;NA;NA;17,0515505;51,1182023
"3321";173;"";"2010-01-22";"Pautscha Fryderyka 9";"linie elektroener.i telekom.rozdzielcz.";"linii kablowej niskiego napiÍcia dla zasilania gimnazjum";"nowe";"2009-12-15";"44306/09";"151/10";"2010-01-22";2009;12;"2009-12-01";29;NA;NA;17,0994749;51,100415
"3322";174;"";"2010-01-22";"Braniborska 58-60";"linie telekomunikacyjne dalek.zasiÍgu";"stacji bazowej telefonii komÛrkowej na budynku";"nowe";"2009-12-21";"45237/09";"152/10";"2010-01-22";2009;12;"2009-12-01";25;NA;NA;17,0094469;51,111232
"3323";175;"";"2010-01-25";"Hercena Aleksandra 13";"bud.o trzech i wiÍcej mieszkaniach";"";"inst.wewnÍtrzna";"2010-01-13";"1032/10";"153/10";"2010-01-25";2010;1;"2010-01-01";9;NA;NA;17,041037;51,1024755
"3324";176;"";"2010-01-25";"Mielecka 6";"bud.o trzech i wiÍcej mieszkaniach";"wew.instalacja gazu";"inst.wewnÍtrzna";"2009-12-29";"46158/09";"154/10";"2010-01-25";2009;12;"2009-12-01";20;NA;NA;17,003141;51,0923469
"3325";177;"";"2010-01-25";"Grecka 32";"bud.garaøy";"budowa garaøu wolnostoj.";"nowe";"2009-12-21";"45349/09";"155/10";"2010-01-25";2009;12;"2009-12-01";26;NA;NA;16,9617249;51,108418
"3326";178;"";"2010-01-25";"Starom≥yÒska";"rurociπgi wodociπg.sieci rozdzielczej";"przebudowa sieci wodociagowej";"przebudowa";"2010-01-06";"303/10";"156/10";"2010-01-25";2010;1;"2010-01-01";14;NA;NA;17,0404234;51,115305
"3327";179;"";"2010-01-25";"Piwowarska 27";"bud.o trzech i wiÍcej mieszkaniach";"wew.instalacja gazu w budynku";"inst.wewnÍtrzna";"2009-11-30";"42343/09";"157/10";"2010-01-25";2009;11;"2009-11-01";41;NA;NA;16,910985;51,170034
"3328";180;"";"2010-01-26";"Wystawowa 1";"obiekty kulturalne ogÛlnodostÍpne";"budowa przy≥.cieplowniczego";"przy≥πcze";"2009-12-04";"43042/09";"158/10";"2010-01-26";2009;12;"2009-12-01";38;NA;NA;17,0741029;51,1074933
"3329";181;"";"2010-01-26";"Trawowa 26";"bud.o trzech i wiÍcej mieszkaniach";"wew.instalacja gazu";"inst.wewnÍtrzna";"2009-12-28";"46057/09";"159/10";"2010-01-26";2009;12;"2009-12-01";22;NA;NA;16,9485637;51,0996725
"3330";182;"";"2010-01-26";"Opolska";"linie elektroener.i telekom.rozdzielcz.";"linia kablowa";"nowe";"2010-01-08";"590/10";"160/10";"2010-01-26";2010;1;"2010-01-01";13;NA;NA;17,089993;51,0720606
"3331";183;"";"2010-01-26";"Szczyrka Jana 8-10";"bud.biurowe";"budowa przy≥.wod.,kanaliz.sanitar.i deszcz.instal.gazu ";"przy≥πcze";"2010-01-15";"1179/10";"161/10";"2010-01-26";2010;1;"2010-01-01";8;NA;NA;17,0385376;51,1078852
"3332";184;"";"2010-01-26";"Kleczkowska 7";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa wew.instal.gaz.";"inst.wewnÍtrzna";"2010-01-13";"1029/10";"162/10";"2010-01-26";2010;1;"2010-01-01";10;NA;NA;17,034601;51,126805
"3333";185;"";"2010-01-26";"WÍdkarzy";"bud.mieszkalne jednorodzinne";"budynek jednorodzinny";"nowe";"2009-11-16";"40232/09";"163/10";"2010-01-26";2009;11;"2009-11-01";52;NA;NA;16,9529242;51,1788873
"3334";186;"";"2010-01-26";"ZduÒska";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkal.jednorodzinn";"nowe";"2009-12-15";"44330/09";"164/10";"2010-01-26";2009;12;"2009-12-01";31;NA;NA;17,01639;51,1786704
"3335";187;"";"2010-01-26";"Mieroszowska";"rurociπgi gazu sieci rozdzielczej";"budowa sieci gazowej nc";"nowe";"2009-12-16";"44573/09";"165/10";"2010-01-26";2009;12;"2009-12-01";30;NA;NA;16,895921;51,1405203
"3336";188;"";"2010-01-26";"Legnicka";"linie elektroener.i telekom.rozdzielcz.";"budowa sieci telekom.";"nowe";"2009-12-23";"45812/09";"166/10";"2010-01-26";2009;12;"2009-12-01";25;NA;NA;16,9983948;51,1186225
"3337";189;"";"2010-01-26";"Marcinkowskiego Karola 8";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa przy≥ :wodociπgowego,kanalizacji sanit ";"przy≥πcze";"2010-01-05";"102/10";"167/10";"2010-01-26";2010;1;"2010-01-01";16;NA;NA;17,0691023;51,1118716
"3338";190;"";"2010-01-27";"Brzeska 4";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa mieszkania w budynku wielorodzinnym";"przebudowa";"2009-11-23";"41236/09";"15/10";"2010-01-27";2009;11;"2009-11-01";48;NA;NA;17,05088;51,0973399
"3339";191;"";"2010-01-27";"ObroÒcÛw Poczty GdaÒskiej";"bud.mieszkalne jednorodzinne";"postanawiam umorzyÊ postÍpowanie administracyjne";"nowe";"2009-12-14";"44274/09";"19/10";"2010-01-27";2009;12;"2009-12-01";33;NA;NA;17,0111486;51,0527796
"3340";192;"";"2010-01-27";"Jednoúci Narodowej 99";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu us≥ugowego na lokal mieszkalny";"przebudowa";"2010-01-14";"1109/10";"168/10";"2010-01-27";2010;1;"2010-01-01";10;NA;NA;17,0443333;51,1224333
"3341";193;"";"2010-01-27";"KamieÒskiego Henryka Micha≥a 60,60A";"bud.mieszkalne jednorodzinne";"budowa linii kablowej nn";"przy≥πcze";"2009-12-15";"44363/09";"169/10";"2010-01-27";2009;12;"2009-12-01";32;NA;NA;17,040122;51,1446319
"3342";194;"";"2010-01-27";"Straøacka 3A";"bud.mieszkalne jednorodzinne";"budowa przy≥.gaz.úc oraz wew.i zew.instal.gaz.";"przy≥.+ins.wew";"2010-01-21";"1979/10";"170/10";"2010-01-27";2010;1;"2010-01-01";5;NA;NA;17,0192379;51,1754169
"3343";195;"";"2010-01-27";"Miarki Karola 18";"bud.o trzech i wiÍcej mieszkaniach";"wew.instalacja gazu";"inst.wewnÍtrzna";"2009-12-18";"45140/09";"171/10";"2010-01-27";2009;12;"2009-12-01";29;NA;NA;17,0524432;51,1267422
"3344";196;"";"2010-01-27";"Straøacka 3B";"bud.mieszkalne jednorodzinne";"budowa przy≥.gaz.úc oraz wew.i zewn.         instal.gaz.dla bud.miesz";"przy≥.+ins.wew";"2010-01-21";"1980/10";"172/10";"2010-01-27";2010;1;"2010-01-01";5;NA;NA;17,019163;51,1753039
"3345";197;"";"2010-01-27";"Wyk≥adowa 37A";"bud.mieszkalne jednorodzinne";"budowa instal.gaz.z montazem kot≥a gaz.w bud.mieszkal.";"inst.wewnÍtrzna";"2010-01-18";"1495/10";"173/10";"2010-01-27";2010;1;"2010-01-01";8;NA;NA;17,152335;51,099103
"3346";198;"";"2010-01-27";"Poprzeczna Aleja 40";"bud.o trzech i wiÍcej mieszkaniach";"montaø wew.instal.gaz.z kot≥em gaz.w lokalu mieszkal.";"inst.wewnÍtrzna";"2010-01-08";"585/10";"174/10";"2010-01-27";2010;1;"2010-01-01";14;NA;NA;17,0805345;51,145421
"3347";199;"";"2010-01-27";"Poniatowskiego JÛzefa KsiÍcia 8";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu mieszkalnego";"przebudowa";"2009-12-09";"43500/09";"175/10";"2010-01-27";2009;12;"2009-12-01";36;NA;NA;17,0422949;51,1199935
"3348";200;"";"2010-01-27";"Rynek 4";"bud.o trzech i wiÍcej mieszkaniach";"remont elewacji idachu kamienicy mieszk-us≥.";"remont";"2009-12-07";"43233/09";"176/10";"2010-01-27";2009;12;"2009-12-01";38;NA;NA;17,0304767;51,1105793
"3349";201;"";"2010-01-27";"Lelewela Joachima 21";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazowej w lokalu mieszkalnym ";"inst.wewnÍtrzna";"2009-12-08";"43442/09";"177/10";"2010-01-27";2009;12;"2009-12-01";37;NA;NA;17,0210446;51,1024813
"3350";202;"";"2010-01-27";"Nasturcjowa 4";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu i co w lokalu mieszkalnym ";"inst.wewnÍtrzna";"2010-01-04";"66/10";"178/10";"2010-01-27";2010;1;"2010-01-01";18;NA;NA;16,9764659;51,0943339
"3351";203;"";"2010-01-28";"Tunelowa";"linie elektroener.i telekom.rozdzielcz.";"sieci kablowej niskiego napiÍcia";"nowe";"2009-12-31";"46450/09";"179/10";"2010-01-28";2009;12;"2009-12-01";21;NA;NA;17,0647184;51,0632866
"3352";204;"";"2010-01-28";"Lidzbarska 66";"bud.mieszkalne jednorodzinne";"budynek jednorodzinny";"nowe";"2010-01-05";"97/10";"180/10";"2010-01-28";2010;1;"2010-01-01";18;NA;NA;16,9420815;51,1479522
"3353";205;"";"2010-01-28";"PowstaÒcÛw ålπskich 192";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa czÍúci korytarza klatki schodowej na pomiesz";"przebudowa";"2009-12-04";"43009/09";"181/10";"2010-01-28";2009;12;"2009-12-01";40;NA;NA;17,009501;51,0803639
"3354";206;"";"2010-01-28";"Malownicza 1";"bud.garaøy";"garaøu wolnostojπcego z pomieszczeniem gospodarczym";"nowe";"2010-01-05";"137/10";"182/10";"2010-01-28";2010;1;"2010-01-01";18;NA;NA;16,8813997;51,1746492
"3355";207;"";"2010-01-28";"Strumykowa 2F";"bud.mieszkalne jednorodzinne";"budowa 2 budynkÛw mieszkalnych jednorodzinnych ";"nowe";"2009-11-25";"41699/09";"183/10";"2010-01-28";2009;11;"2009-11-01";47;NA;NA;17,155236;51,099503
"3356";208;"";"2010-01-28";"Chrzanowskiego Ignacego 2";"bud.mieszkalne jednorodzinne";"dom jednorodzinny";"nowe";"2009-12-09";"43504/09";"184/10";"2010-01-28";2009;12;"2009-12-01";37;NA;NA;17,053311;51,1426474
"3357";209;"";"2010-01-28";"Stab≥owicka 124A";"linie telekomunikacyjne dalek.zasiÍgu";"przebudowa stacji bazowej";"przebudowa";"2009-05-12";"16526/09";"185/10";"2010-01-28";2009;5;"2009-05-01";188;NA;NA;16,895274;51,1698739
"3358";210;"";"2010-01-28";"Karkonoska Aleja 83A";"bud.handlowo-uslugowe";"przebudowa budynku us≥ugowego";"przebudowa";"2009-12-21";"45270/09";"186/10";"2010-01-28";2009;12;"2009-12-01";29;NA;NA;16,977594;51,054651
"3359";211;"";"2010-01-28";"Nowowiejska 18";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa czÍúci poddasza na mieszk.w budynku wielorodzinnym";"przebudowa";"2009-12-22";"45645/09";"187/10";"2010-01-28";2009;12;"2009-12-01";28;NA;NA;17,0473739;51,1243119
"3360";212;"";"2010-01-28";"£πcznoúci 13";"linie telekomunikacyjne dalek.zasiÍgu";"przebudowa stacji bazowej telefonii kom.";"przebudowa";"2009-12-17";"44890/09";"188/10";"2010-01-28";2009;12;"2009-12-01";31;NA;NA;17,01152;51,0914469
"3361";213;"";"2010-01-29";"Smoluchowskiego Mariana 21";"bud.szkÛ≥ i instytucji badawczych";"remont i przebudowa hali laboratoryjnej w budynku a-4 politechn";"przebudowa";"2009-11-17";"40592/09";"16/10";"2010-01-29";2009;11;"2009-11-01";54;NA;NA;17,0631429;51,1082684
"3362";214;"";"2010-01-29";"Maúlicka 162";"linie telekomunikacyjne dalek.zasiÍgu";"budowy stacji bazowej p4 wro1041 a";"nowe";"2009-12-31";"46474/09";"17/10";"2010-01-29";2009;12;"2009-12-01";22;NA;NA;16,9335611;51,1571888
"3363";215;"";"2010-01-29";"PoúwiÍtne";"bud.o trzech i wiÍcej mieszkaniach";"umarzam jako bezprzedmiotowe-budynek wielorodzinny ";"nowe";"2009-12-08";"43438/09";"22/10";"2010-01-29";2009;12;"2009-12-01";39;NA;NA;17,0368205;51,156974
"3364";216;"";"2010-01-29";"Barlickiego Norberta 31";"bud.o trzech i wiÍcej mieszkaniach";"remont elewacji budynku mieszk-us≥ug.";"przebudowa";"2009-12-28";"45988/09";"189/10";"2010-01-29";2009;12;"2009-12-01";25;NA;NA;17,0509131;51,1233736
"3365";217;"";"2010-01-29";"Pasieczna 3";"bud.mieszkalne jednorodzinne";"dom jednorodzinny";"nowe";"2009-12-10";"43912/09";"190/10";"2010-01-29";2009;12;"2009-12-01";37;NA;NA;16,938674;51,1513009
"3366";218;"";"2010-01-29";"Krucza 136";"bud.o trzech i wiÍcej mieszkaniach";"wew.instalacja gazu";"inst.wewnÍtrzna";"2010-01-07";"471/10";"191/10";"2010-01-29";2010;1;"2010-01-01";17;NA;NA;16,9988523;51,0936228
"3367";219;"";"2010-01-29";"W≥odkowica Paw≥a 13";"bud.o trzech i wiÍcej mieszkaniach";"linii kablowej úr napiÍcia do stacji transformatorowej";"inst.wewnÍtrzna";"2009-12-15";"44472/09";"192/10";"2010-01-29";2009;12;"2009-12-01";34;NA;NA;17,0242012;51,1085099
"3368";220;"";"2010-01-29";"Zatorska";"bud.o trzech i wiÍcej mieszkaniach";"budynek mieszkalny wielorodzinny";"nowe";"2009-11-12";"39938/09";"193/10";"2010-01-29";2009;11;"2009-11-01";57;NA;NA;17,1347609;51,160213
"3369";221;"";"2010-01-29";"DüwirzyÒska 9";"bud.o trzech i wiÍcej mieszkaniach";"zadaszenie balkonu mieszkania w budynku wielorodzinnym";"przebudowa";"2009-12-22";"45533/09";"194/10";"2010-01-29";2009;12;"2009-12-01";29;NA;NA;16,946527;51,126166
"3370";222;"";"2010-01-29";"Lubelska 113";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkal.jednorodzinnego";"nowe";"2009-12-10";"43911/09";"195/10";"2010-01-29";2009;12;"2009-12-01";37;NA;NA;16,9205079;51,1651669
"3371";223;"";"2010-01-29";"Bema JÛzefa Gen. 3";"bud.o trzech i wiÍcej mieszkaniach";"montaz wew.instal.gaz.i c.o.w lokalu mieszkal.";"inst.wewnÍtrzna";"2010-01-19";"1684/10";"196/10";"2010-01-29";2010;1;"2010-01-01";9;NA;NA;17,0421019;51,1165598
"3372";224;"";"2010-01-29";"Grunwaldzki Plac";"";"budowa noúnika reklamowego";"reklama";"2009-12-03";"42898/09";"197/10";"2010-01-29";2009;12;"2009-12-01";42;NA;NA;17,0623873;51,1119986
"3373";225;"";"2010-01-29";"O≥taszyÒska";"rurociπgi kanalizac.sieci rozdzielczej";"budowa kanalizacji deszczowej";"nowe";"2009-12-07";"43318/09";"198/10";"2010-01-29";2009;12;"2009-12-01";40;NA;NA;17,0086477;51,0628032
"3374";226;"";"2010-01-29";"Miechowska 8";"bud.mieszkalne jednorodzinne";"wew.instalacja gazu";"inst.wewnÍtrzna";"2009-12-21";"45331/09";"199/10";"2010-01-29";2009;12;"2009-12-01";30;NA;NA;16,893843;51,1381839
